Team_Year,Unique_Identifier,Conference,Year,Overall_Rank,Wins,Loss,AdjO,AdjD,AdjT,Luck,Strength_of_Schedule_Opp_O,Strength_of_Schedule_Opp_D,Opp_2P,Opp_3P,Opp_FT,Defense_Blk,Defense_Stl,Opp_NST,Opp_A,Opp_3P_Attempts,Off_2P,Off_3P,Off_FT,Off_Blk,Off_Stl,Off_NST,Off_A,Off_3P_Attempts,Off_eFG,Off_TO,Off_Reb,Off_FT_Rate,Opp_eFG,Opp_TO,Def_Reb,Opp_FT_Rate,Avg_Height,Experience,Bench,Continuity
Texas Southern 2017,307,SWAC,2017,212,23,12,103.5,107.5,68.6,0.125,100.2,108.7,49.2,32.6,68.3,7.3,10.2,8.8,48.2,28.5,50,29.5,73.5,8.9,7.4,9.2,47.5,34.5,48,16.6,31.5,44.2,49.1,19.1,35.1,32.3,74.4,2.01,34.4,11.8
Texas St. 2017,308,SB,2017,174,22,14,101.3,101.7,62.3,0.016,102.3,106.6,47.4,32.1,72.4,13.2,9.6,10.3,47.7,35.7,50.1,34.2,65.8,10.5,8.5,9.7,60.7,34.1,50.5,18.2,28.2,36.8,47.6,19.9,29.6,36,76.4,1.77,28,39.1
Texas Tech 2017,309,B12,2017,41,18,14,112.6,97.5,63.8,-0.082,109.5,101.6,48.8,35.5,71.3,10.3,7.9,12.4,50.6,42.4,51.7,36.9,73.3,6.6,7.7,8.8,53.5,32.3,52.9,16.5,30.1,35.6,50.7,20.3,25.7,35.6,77.4,2.38,33.4,58.4
Brown 2017,31,Ivy,2017,277,13,17,104.1,114,71.3,0.017,101.3,106.8,58.6,37.4,71.1,5.1,10,11.1,54.1,36.9,49,35.6,75.8,13.2,9.6,9.9,53.9,39.7,50.7,19.6,27.1,44.5,57.7,21.2,29.7,39.1,76,1.62,32.1,59.7
The Citadel 2017,310,SC,2017,288,12,21,105.5,116.5,79.7,0.023,104.7,106.3,57.7,38.9,71.2,5.5,10.1,9.6,57.4,34.7,47.8,33.9,74.4,11.7,8.6,8.6,55.9,49.2,49.3,17.2,28,32.8,57.9,19.7,35.4,40.9,74.9,1.03,40,46.6
Toledo 2017,311,MAC,2017,128,17,17,108.8,106.1,66.4,-0.081,105,106,52.3,32.3,68.4,6,5.3,8.8,42.8,29.7,54.6,36.1,69,11.1,9.6,8.9,58.2,37,54.4,18.5,29.1,38.3,51.2,14.2,25.5,27.2,78.1,1.91,21.9,58.1
Towson 2017,312,CAA,2017,116,20,13,105.5,101.2,67.9,-0.009,105.1,105.7,47.4,34.3,68.8,10.9,9.6,9.1,51,39.6,49.2,30.6,68.3,9.8,7.8,10.9,40.5,26.3,48.3,18.7,37,45.6,49,18.7,26.1,47.1,77.2,1.8,36.9,54.4
Troy 2017,313,SB,2017,137,22,15,109.7,107.6,68.1,-0.023,102.4,105.3,49.5,34.2,72.4,9.5,8.3,9.3,50.2,39.6,50.9,35,72.4,9.7,8.6,9.2,47.9,40.3,51.6,17.8,30.8,40.1,50.2,17.5,29.8,32.8,76.4,2.06,32.1,55.5
Tulane 2017,315,Amer,2017,241,6,25,102.6,109.2,70.4,-0.075,105.1,101.6,51.9,38.1,70.3,10.2,8.6,11.1,50.3,34.5,45.2,32.4,71.7,9.8,8.7,10.2,53,36.8,46.4,18.8,29.3,34.3,53.7,19.7,32.5,40.8,77.4,1.55,28,55.3
Tulsa 2017,316,Amer,2017,144,15,17,104.3,102.9,68.2,0.055,105.8,101.2,48.2,35.9,70.5,7.3,6.7,11.8,49.5,39.1,47.2,34.3,72.9,13.5,10.4,11.3,52.2,40.8,48.9,21.7,29.5,42.8,50.4,18.4,28.3,33.1,77.4,1.54,31.1,17.9
UAB 2017,317,CUSA,2017,196,17,16,103.9,106.4,66.1,-0.008,103.6,106,48.8,34.2,70.1,13.4,7.1,10.1,50.1,37.7,51.3,34.2,73,8.2,9.8,10.2,59.3,32.2,51.3,20,30,37.8,49.8,17.3,28.1,29.4,77.1,2.16,37.2,64.7
UC Davis 2017,318,BW,2017,218,23,13,97.8,102.2,68.9,0.131,100.8,106.1,48.5,32.6,71.4,9.3,7.8,11.8,53.9,36.5,46.9,34.5,67.1,9,9.6,10.6,51.8,31.4,48.4,20.3,29,40.8,48.7,19.6,28.3,33.1,75.8,2.2,29.9,60.1
UC Irvine 2017,319,BW,2017,139,21,15,101.8,100,66.5,-0.011,102.4,105.7,41.6,32.7,69.7,11.2,7.1,8.2,52,33.1,48.2,35.6,68.5,7.1,8.2,11.6,49.5,34.9,50,19.9,31.9,29.7,44.1,15.3,26.4,40.2,76.7,1.25,40.8,35.2
Bryant 2017,32,NEC,2017,281,12,20,101.7,112,69.1,-0.014,100.6,107,52.1,33.6,74.1,5.8,9.3,8.2,49.8,37,49.2,33.7,72.1,9.9,8.7,10.1,54.8,36.7,49.7,18.8,29.2,32.8,51.5,17.6,30.6,37.4,75.1,0.96,27.6,50.1
UC Riverside 2017,320,BW,2017,311,8,21,92.3,105.9,67.9,-0.055,101.4,106.2,47.9,35.1,72.3,8.4,9.2,9.9,57.8,39.4,44.9,31.6,70.1,8,8.2,11.8,49.1,32.9,45.7,19.9,26,30,49.8,19.1,29.9,34.1,77.1,1.98,37.4,52.1
UC Santa Barbara 2017,321,BW,2017,331,6,22,91.3,109.2,64.1,0.009,102.4,105.3,53.2,34.4,69.6,6.7,8,9.6,63.5,44.2,41.7,28.5,63.3,8,8.2,10.2,53.9,32.2,42.1,18.3,30.8,28.8,52.5,17.6,29.6,32.3,76.6,1.33,42,39.3
UCF 2017,322,Amer,2017,68,24,12,104.2,93.3,66,0.022,105.4,102.6,39.9,31.3,70.7,11.1,6,8.7,60.9,40.1,48.9,35.2,66.1,9,9.7,12.3,48.5,39.4,50.4,22,32.6,39.9,42.7,14.7,25.5,22.3,79.4,2.1,25.9,43.4
UCLA 2017,323,P12,2017,16,31,5,124,100.4,72.6,0.021,108,102.8,45.3,36.5,67.9,12.5,7.9,7.9,46.8,35.8,59.1,40.6,73.8,4.4,8.5,6.6,63.7,37.6,59.8,15.1,29.1,26.8,48.7,15.8,28.6,25.4,78.4,1.43,23.2,59.1
UMass Lowell 2017,324,AE,2017,295,11,20,104.3,115.8,71.8,-0.036,101,107.6,52.3,37,73.4,5.4,7.3,10.5,55.5,36.9,53.1,38.4,73.5,7.1,11.8,8.9,56,35.9,54.7,20.8,27.1,31.5,53.4,17.8,30.7,38.1,75.6,1.46,25.7,56.8
UMBC 2017,325,AE,2017,201,21,13,107.9,110.9,71,0.029,101.3,107.5,52.2,35.2,71.9,6.1,9.1,8.6,51.6,37.8,51.5,38.5,75.2,7.1,7.7,8.7,52.1,39.9,54,16.4,24.4,35,52.4,17.7,27.3,35.1,75.5,1.75,28.8,64.7
UMKC 2017,326,WAC,2017,219,18,17,103,107.4,70.7,0.065,103.5,105.1,53.4,34.1,68.1,6.5,9.1,11,51.5,36.5,47.3,36.9,71.3,8.4,8.5,11.2,49.3,40.7,50.6,19.7,27.2,38.4,52.6,20,32.2,41.7,75.4,2.11,38.8,51.7
UNC Asheville 2017,327,BSth,2017,110,23,10,107.4,102.5,68.3,0.012,102,107,51.5,35.8,67.4,5.5,12.3,10.3,55.6,38.4,51.8,39,68.2,8.7,7.5,8.5,55.6,35.3,54.1,16,24.4,34.9,52.4,22.6,27.3,31.2,75.7,1.86,27.1,52.2
UNC Greensboro 2017,328,SC,2017,121,25,10,107.7,104.5,66.9,0.11,104.9,106.4,47.6,36.4,75.2,10.7,9.5,9.9,53.6,36.9,50.4,37,71.1,8.7,9.4,10.5,53.2,38.8,52.4,19.9,34.3,30.1,50.2,19.4,30.4,34.8,76.7,1.62,32.5,66.8
UNC Wilmington 2017,329,CAA,2017,59,29,6,118,105.5,70.3,0.039,105.1,104.7,54.2,34,70.5,8.7,9.1,11,47.5,29.5,55.7,36.1,68.8,7.9,6.2,7.7,52.2,41.9,55,13.9,32.5,30.8,53.2,20.2,28.5,39.7,75.5,2.08,23.3,61.8
Bucknell 2017,33,Pat,2017,76,26,9,109.7,100.3,70,0.006,101.4,105,46.5,34.2,66,9.7,10.2,9.5,49.3,31.3,54.3,37.9,68.1,8.7,10,8.9,54.1,38.4,55.3,18.9,26.8,37.2,48,19.7,27.9,33.1,76.2,1.43,31.9,58.1
UNLV 2017,330,MWC,2017,248,11,21,98.3,105.3,68.4,-0.007,105.2,104.3,48.9,37.8,68.9,6.6,8.3,8.3,50.1,34.6,43.5,32,69.6,12,8.6,9.4,55.2,35.2,45.1,18,28.9,37.6,51.6,16.5,27.5,28.6,77.7,1.86,35.6,11.4
USC 2017,331,P12,2017,53,26,10,114.2,100.7,68.7,0.079,108.8,103.3,47.2,36.8,71.7,13.3,9.9,7.9,53.6,36.5,51,36.2,74.1,8.5,7.9,7.8,56.4,36.6,52.2,15.7,31,36.8,50.1,17.8,31.3,24,78.1,1.07,28.8,45.4
USC Upstate 2017,332,ASun,2017,244,17,16,104.2,111.1,68.4,0.016,103.5,108.2,51.3,33.2,73,7.5,6.6,7.9,56.8,37.8,52.7,34.6,64.6,5.4,8,9.9,52.6,39.5,52.4,17.9,30.2,31.8,50.7,14.5,30.2,29.9,77.6,1.64,32.7,75.3
UT Arlington 2017,333,SB,2017,75,27,9,110.6,100.8,70.6,0.038,104,104,49.4,32.1,65.7,6.7,10.2,9.9,53.8,44.8,54.6,33.1,69.4,9.7,9.7,8.9,56.9,42.3,52.5,18.6,32.9,34.6,48.8,20.1,29.5,36.6,75.7,2.35,34.1,81.3
UT Rio Grande Valley 2017,334,WAC,2017,300,10,22,100.9,112.9,73.9,-0.037,102,104.8,53.6,37,68.5,6.7,9.6,10.6,60.4,34.5,48,32.5,72.3,7,9.6,10.7,53.6,39.5,48.3,20.2,29.4,32.5,54.3,20.2,31.7,52.3,76.6,1.34,40,28
Utah 2017,335,P12,2017,47,20,12,113.5,99.3,68.7,-0.099,106,102.7,46.9,35.6,68.1,8.6,8.9,8.2,46.8,33.7,57.4,36,67.9,8.3,9.2,10,51.1,32.3,56.2,19.2,30.9,33.1,49.1,17,24.5,31.2,77.9,1.66,39.2,26.8
Utah St. 2017,336,MWC,2017,130,15,17,106.9,104.5,66.6,-0.066,105.1,103.1,47.7,34.5,69.6,8.2,7,8.8,56.3,37.4,50,38,70.4,8.8,8.8,9.4,59.2,36.1,52.5,18.2,24.9,35.1,49.2,15.8,26.7,33.7,78.3,1.4,32.8,42.8
Utah Valley 2017,337,WAC,2017,147,17,17,101,99.7,73,-0.085,102.6,103.8,47.1,32.6,67.2,8.3,7.7,9.7,50.5,32.6,52.9,32.3,70.9,9,9.1,11.3,58.4,45.3,50.9,20.4,23.8,37.3,47.7,17.4,24.7,35.2,77.1,1.9,37.8,20.2
UTEP 2017,339,CUSA,2017,200,15,17,99.7,102.7,66.3,-0.035,102.9,106.4,48.4,34,68.3,9.5,7.7,9.8,58,40.6,51.9,34.3,66.2,5.3,8.2,10.8,55.8,30.1,51.8,19,22.2,36.3,49.5,17.5,25,39.1,77.7,1.71,24.7,42.6
Buffalo 2017,34,MAC,2017,122,17,15,105.3,102.2,71.4,-0.053,105.3,105.7,45.8,35.1,68,9.5,7.8,9.7,50.7,35.2,51.4,33,68.7,9.1,8.8,11,51.4,37.7,50.7,19.8,33.2,37.3,48.2,17.5,29.3,42.9,77.5,1.7,32.5,63
UTSA 2017,340,CUSA,2017,251,14,19,95.4,102.7,68.1,0.016,102.7,105.3,48.4,34.8,67.7,5.5,7.7,9.9,54.1,36.4,43.7,26.7,66.7,10,8.5,9.6,44.8,30.7,42.6,18.1,32.3,36.2,49.7,17.6,24.2,37.9,76.6,1.28,33.3,37.6
Valparaiso 2017,341,Horz,2017,104,24,9,106.3,100.5,67.2,0.069,103,105.8,46.4,32.8,69,7.6,8.8,9.1,53.8,37.9,50.5,33,77.9,8.5,8.6,9.7,49.3,34.9,50.2,18.3,30.4,37,47.4,17.9,26.8,32.5,77.5,1.85,33.7,42.4
Vanderbilt 2017,342,SEC,2017,33,19,16,112.4,95.9,65.8,-0.048,110.1,98.7,46.8,33.7,69.9,9.9,6.2,9.8,46.3,33,48.1,37.6,77.7,10.7,8.3,10,55.2,48.6,52.1,18.2,24.8,34.8,48.1,16.1,27,30.7,78.3,1.84,27.8,60.3
VCU 2017,343,A10,2017,48,26,9,110.1,96,68.8,0.026,105.8,102.2,46,33.8,69.7,10.6,10.7,10.3,46.5,31.5,51.5,33.1,70.5,8.9,7.8,9.9,55.6,29.4,51,17.8,31.3,36.4,47.5,21,27.5,40.9,76.4,2.16,36.9,64.7
Vermont 2017,344,AE,2017,63,29,6,111.1,99.4,64.5,0.053,103,107.4,46.9,34.9,70.5,11.4,8.6,11,44.5,30.4,55.5,36.7,69.9,7.5,8.1,8.9,50,31.9,55.3,17,29.8,34.3,48.6,19.6,27.1,26.5,76.8,1.93,35,69.4
Villanova 2017,345,BE,2017,2,32,4,122.4,92.5,64.1,0.01,109.8,100.5,49.1,31.1,70.3,9,11,9.2,57,40,59.2,36.9,79,6.6,7.8,9.2,52.3,43.3,57.5,17,30.2,35,48.1,20.1,27.8,22.1,77.6,1.75,24.7,62.3
Virginia 2017,346,ACC,2017,12,23,11,112.2,88,59.2,-0.03,111.5,99.8,45.1,31.7,69.9,13.9,9.1,11.5,50.6,39.8,49.7,38.5,70.9,7.5,8.1,7.5,56.4,33,52.4,15.6,28.3,26,46.1,20.7,24.5,33.8,77.4,1.56,37.9,56.9
Virginia Tech 2017,347,ACC,2017,50,22,11,117.3,103.5,68.4,0.053,110,101.7,49,36.3,71.7,7,5.7,10.9,49.9,35.9,54.6,40.3,73.7,11.8,7.8,9.4,56,39.7,56.9,17.2,23.4,40.9,51,16.5,30.5,27.3,76.6,1.77,25.6,62.9
VMI 2017,348,SC,2017,328,6,24,97.6,113.8,69.1,-0.034,105.6,105.8,54.2,40.7,67,10.3,8.7,9.2,55.1,36.7,48.2,32,69.2,7.7,10.3,8.6,48.1,44.5,48.1,18.9,26.6,29.5,56.7,17.9,32.3,39.7,75.4,1.82,30.4,63.5
Wagner 2017,349,NEC,2017,247,16,14,101,108,62.9,-0.024,98.8,107.8,46,33.5,69.6,9.8,7.3,11.2,52.1,36.1,47.1,32.5,69,6.7,8.7,12.8,43.9,32.5,47.6,21.4,40.1,34.7,47.6,18.5,30.9,38.9,75.5,1.75,33.3,54.7
Butler 2017,35,BE,2017,25,25,9,117.7,97,65.9,0.002,110.8,100,51.3,33.3,69.7,8.4,8.9,10.6,44.7,37.7,54.5,36.6,74.1,7.3,7.4,7.6,50,37.6,54.6,15,27.2,37.1,50.8,19.6,27,37,76.4,2.05,33.6,51.6
Wake Forest 2017,350,ACC,2017,36,19,14,120.9,104.7,70.7,-0.043,111.1,100.6,52,35.8,72.4,10.1,7.7,8.5,52.7,38.7,52.1,38.5,77.8,9.9,8.4,8,55.5,35.7,54.1,16.4,30.7,40.7,52.7,16.2,27.6,38,77.2,1.4,31.3,53.3
Washington 2017,351,P12,2017,163,9,22,107.7,107.4,71.1,-0.103,109.5,102.6,49.6,39.9,71.9,12.9,8.3,8.1,52.3,30.7,49.4,35.4,65.4,9,9.7,9.1,46.7,32.8,50.6,18.8,34.9,30.9,52.8,16.4,31.4,34.7,77.3,0.85,30.5,46.6
Washington St. 2017,352,P12,2017,193,13,18,104.4,106.1,67.7,0.067,109.2,102.9,52.7,35.4,69.6,6.7,6,8.7,51.6,37,50.6,36.6,75.3,7.9,8.2,9.9,56.6,33.2,52,18.1,20,27.2,52.8,14.7,28.5,27.9,76.8,2,25.3,58
Weber St. 2017,353,BSky,2017,179,20,14,108.5,109,67,-0.03,103.2,107.9,49.8,35.3,74.3,7.3,7.1,9.4,42.9,26,52.9,40.3,73.8,7.1,7.1,9.9,48.5,40.8,56,16.9,21.4,42.9,50.6,16.5,30.2,29.5,76.3,1.79,28.6,71
West Virginia 2017,354,B12,2017,7,28,9,116.5,89.4,69.9,-0.043,110.1,99.2,46.5,35.3,68.3,14.2,13.8,13.7,53.5,36.3,49.8,36.2,68.5,9,7.8,9.2,57.3,32.5,51.3,17,37.9,38.9,48.8,27.6,31.9,42.5,77.6,2.02,37.4,63.7
Western Carolina 2017,355,SC,2017,322,9,23,90,105.1,66.8,0.027,106.6,105.6,52.2,36,69.9,7,8.6,10.6,59.4,41.1,41.9,30.3,65.9,10.4,12.4,10.8,50.3,31.9,43.1,23.2,31.5,27.7,52.9,19.1,29,46.7,76.9,1.24,33.8,39.4
Western Illinois 2017,356,Sum,2017,297,8,20,97.1,108.9,68.8,-0.035,105,106.9,46.2,41.5,73.2,10.2,6,7.8,50.4,30.7,45.1,38.7,70.9,8,9.1,9.3,52.1,41.1,50.4,18.4,18.9,29,51.2,13.8,25.4,40.7,77.1,1.65,29,47.5
Western Kentucky 2017,357,CUSA,2017,232,15,17,103,109.1,65.8,0.048,103,106.2,50.4,36.8,70.7,9,6.6,9.2,55.3,38.3,48.5,35.4,67.1,8,8,10,51.1,34.3,50.1,18,27.3,37.2,52.3,15.8,26.8,24.7,77.8,2.33,27.5,29.2
Western Michigan 2017,358,MAC,2017,162,16,16,107.1,106.8,67.9,-0.016,105.4,106,53.9,36.2,70.7,8,7.8,10.5,52.3,37.1,48.2,38.2,71.2,7.4,8.5,9.1,48.4,29.2,50.9,17.6,31.2,35,54.1,18.3,26.5,34.2,77.7,1.28,33.2,62.9
Wichita St. 2017,359,MVC,2017,8,31,5,118.7,92.6,68,-0.021,105,103.5,42.1,31.1,69.6,11.5,9.3,10.1,49.5,38.7,50.5,40.2,73.3,9.1,7.5,8.7,58.9,36.6,54.1,16.3,34.3,40.3,43.8,19.4,24.2,35.2,77.7,1.46,42.6,48.1
BYU 2017,36,WCC,2017,80,22,12,109.1,100.5,75.6,0.006,104.2,104,47.5,32.4,64.5,11.7,8.7,7.5,53.4,38.9,50.9,34.4,73.3,7.3,9.2,9,57,32.5,51.2,18.3,29.2,42.3,47.9,16.2,24.8,31.1,77.4,1,33.2,22.4
William & Mary 2017,360,CAA,2017,133,17,14,111.9,109.7,70.9,-0.003,105.8,105.3,51,36.1,71.2,12.4,6.5,8.1,49.9,40.9,55.8,37.8,68.8,11,8.7,8.8,61.6,41.1,56.2,17.4,25.6,38.7,52.3,14.5,27.4,35.1,78.2,1.96,33,68.3
Winthrop 2017,362,BSth,2017,113,26,7,106.1,101.6,71.1,0.029,100.7,107.8,45.9,32.1,72.1,13.3,8.4,10.2,41.7,35.5,50.9,37.9,71.6,10.2,8.2,9.6,48.4,43.5,53.5,17.8,26.3,38.2,46.7,18.6,28.4,34.5,74.9,2.21,34.7,68.7
Wisconsin 2017,363,B10,2017,21,27,10,115.1,92.1,63.4,-0.003,110.6,100.6,43.1,37.6,73.9,9.9,10.3,9.2,45.7,33.5,51.1,35.9,64.4,8.5,8.2,8.9,51.8,36.9,52.1,17,35.8,32.9,47.5,19.5,25.8,28,77.5,2.07,30.4,86.6
Wofford 2017,364,SC,2017,142,16,17,109.9,108.4,66.7,-0.067,105.6,104.7,54.6,34.2,73.2,5.2,8.1,9.9,46.4,33.7,49.4,38.4,78.9,8.3,8.9,8.6,60.1,40.1,52.7,17.5,28,31.9,53.5,18,28.1,38.4,76.9,1.61,28.5,52.5
Wright St. 2017,365,Horz,2017,164,20,12,106.5,106.2,69,0.056,103,105.3,52,34.8,71.2,6.8,7.5,12,47.8,39.4,49.4,37.2,76,9.3,9.3,11.1,57.9,41.3,52,20.4,29.4,38,52,19.5,26.5,37.1,77,2.01,25.2,43.3
Wyoming 2017,366,MWC,2017,127,23,15,104.8,102,72.9,-0.004,104.1,105.2,45.7,31.4,72.4,10.7,6.9,9.3,44.9,34.6,50.7,34.9,73.8,9.3,9.2,8.5,57,46.2,51.5,17.7,22.9,37.4,46.2,16.2,27.7,39.4,77.8,1.81,31.9,69.1
Xavier 2017,367,BE,2017,31,24,14,115.7,99,67.2,0.044,111.2,99.5,52.5,33.4,69.8,7.7,8.8,8.7,55.1,39.5,52,34.5,68.8,10.4,9.3,9,57.1,36.1,51.9,18.4,34.5,41.1,51.6,17.5,25.5,33.4,78.5,1.7,31.6,44.4
Yale 2017,368,Ivy,2017,151,18,11,106.2,105.2,68.2,0.055,103.6,105.7,49.6,33.2,72.3,11.7,7.9,9.1,51.9,38.7,51.7,35.5,73.7,10.2,9.8,9.5,58.6,34.9,52.3,19.3,31.4,33.9,49.7,17,28.5,26.3,77.9,1.33,28.6,23.9
Youngstown St. 2017,369,Horz,2017,282,13,21,102.6,112.9,71.7,0.077,103.2,105.5,53.6,34.6,71.5,7.2,7.5,9,53,35.1,49,32.8,67.3,8.1,7.8,8.2,51.2,33.7,49.1,16,26.3,25.9,53,16.4,31.4,29.1,76.4,1.99,31.3,67.3
Cal Poly 2017,38,BW,2017,306,11,20,100.1,113,65.3,0.013,100.7,104.9,50,39.8,72.2,8.9,7.6,10,51.3,27.1,45.1,33.5,70.3,9.4,7.1,9,42.8,42.3,47.3,16.1,25.6,29.4,52.6,17.7,30.3,41.1,75.3,2,32.9,33.5
Cal St. Bakersfield 2017,39,WAC,2017,90,25,10,100.9,93.7,67.2,0.014,103,103.8,41,31.7,68.8,12.7,11.1,11.7,54.4,39.8,46.9,34.1,63.8,9.1,8.6,12.2,56.8,32.2,48.3,20.8,32.7,38,43.6,22.8,30.6,47.2,75.6,2.35,35.1,63.9
Alabama 2017,4,SEC,2017,56,19,15,105.3,92.2,65.1,-0.055,108.1,100.9,44.1,33.3,67.1,11.5,8.6,11.2,43.4,33.9,48.7,31.7,65.3,8.3,9.2,11.1,48.2,37.2,48.2,20.4,34.1,39.1,46.1,19.8,26.6,39.9,78,1.54,38.5,36
Cal St. Fullerton 2017,40,BW,2017,261,17,15,97,105.5,68.8,0.021,100,108.9,48.8,34.2,72.6,9.5,9.6,10,49.5,34.6,50.6,30.8,70.2,9,8.4,12.3,45.5,33.9,49.1,20.7,30.3,39.9,49.7,19.6,27.5,42.1,76.3,1.53,35.6,44.7
Cal St. Northridge 2017,41,BW,2017,284,11,19,104.1,114.6,72.7,-0.032,99.9,106,49.6,38.4,72.9,6.4,9.5,8.4,47.6,29,49.4,33.7,74.1,8.4,8.1,9.8,49.3,23.4,49.7,17.9,27.7,45,51.9,17.8,31.9,41.7,77.6,1.74,26.3,48.1
California 2017,42,P12,2017,62,21,13,104.9,92.7,65.7,-0.012,107.1,102.1,43.4,32.8,67.7,12.1,7.3,9.3,51.5,32.5,46.6,34,66.1,9.9,7.1,11.6,50.7,34.7,48.1,18.7,33,37.7,45.3,16.6,24.1,34.2,78,1.9,33.7,55
Campbell 2017,43,BSth,2017,278,19,18,100.4,110.4,65.7,0.029,101.3,109.3,49.9,34.8,72.1,10.8,9.2,8.1,51.3,36,50.2,35.5,74.9,7.9,10,8.7,45.8,39.5,51.4,18.7,24.2,36.6,50.7,17.3,28.9,38.7,75.7,1.15,30.4,46.8
Canisius 2017,44,MAAC,2017,187,18,16,108.7,109.9,69.6,0.005,103,105.8,56,34.3,73.3,4.9,9.4,11.4,48.6,33.8,51.4,37.1,73.6,9.2,7.8,10.4,63.7,40.3,53.1,18.2,30.2,30.9,54.5,20.8,32.2,33.8,76,1.66,27,49.2
Central Arkansas 2017,46,Slnd,2017,308,8,24,104,117.5,71.1,-0.014,103.1,106.3,52.3,39.2,69.5,7.4,7.6,8,63.2,43.9,46.7,37.5,71.8,7.4,8.8,10.3,55.6,32.1,49.7,19.1,28.8,35.9,55.2,15.7,31.7,32,76.4,1.86,31.5,63.8
Central Connecticut 2017,47,NEC,2017,341,6,23,93,113.9,64.9,-0.023,99.3,107.6,52.2,38,68.6,6.9,8.5,11.6,55.3,38.3,44.6,35.1,62,9.5,9.4,11.8,50.4,26,46.7,21.2,31.5,33.3,54,20.2,32.6,34.6,76.1,1.73,27.2,53.3
Central Michigan 2017,48,MAC,2017,229,16,16,111.6,117.6,75.3,0.053,103.2,105.4,53.9,35.1,70.6,6.1,6.7,8.6,45.7,36.6,48.5,36.4,79.1,11,7.4,7.2,40.3,52.3,51.7,14.7,26.7,34.6,53.4,15.2,34.1,32.6,75,1.84,22.9,41.8
Alabama A&M 2017,5,SWAC,2017,351,2,27,91.4,121.8,64.3,-0.075,98.7,108.9,53.1,36.3,68.1,4.5,5.3,8.8,51.5,34,45.5,27.4,66.6,10,10.6,9.3,52.5,29.2,44.2,19.9,29.5,39.3,53.5,14.1,36.3,33.6,74.4,1.9,38.1,31.8
Charleston Southern 2017,50,BSth,2017,309,12,19,103.2,116.7,68.2,0.007,101,107,53.2,37.3,73.9,7.9,7.2,9.6,53.8,37.8,48,33.3,67.7,10.2,7,9.1,40.5,35.6,48.7,16.2,27.4,35,54.3,16.8,27.4,41.6,75.7,1.5,31.9,48
Charlotte 2017,51,CUSA,2017,237,13,17,103.1,109.5,72.8,0.033,103.3,105.4,51.7,35.8,70.6,6.8,8.5,9.8,46.5,30,47.5,37.5,74.6,8.7,8.2,7.9,45.2,34.8,50.5,16.1,20.3,34,52.3,18.3,31,35.6,76.4,1.66,35,58.8
Chattanooga 2017,52,SC,2017,114,19,12,106.6,102.3,65.5,-0.01,105.5,106.6,49.7,35.3,75.3,12.1,10.9,10.5,49.6,30.1,53.3,33.1,71.3,10.3,9.5,10.3,47,38.1,51.9,19.8,31.2,40.3,50.7,21.4,32.8,37.2,76.7,2.25,32.1,53.2
Chicago St. 2017,53,WAC,2017,335,6,26,92.3,110.9,67.1,-0.009,104.9,102.9,55.7,36.1,70.3,6.4,8.8,9.5,66.6,45.5,40.7,30.4,70.9,10.6,8.8,10.8,45.8,35.5,42.4,19.6,26.1,27.8,55,18.3,31.1,35.5,76,1.95,38.3,55.5
Cincinnati 2017,54,Amer,2017,23,30,6,114.9,92.8,63.5,0.026,107.1,103,41.4,34.4,73.6,14.3,11,9.2,52.9,37,52.1,34.5,68.6,8.3,5.5,9.7,57.7,36.1,52,15.3,35.5,32.5,45.2,20.2,29.4,29.1,77.7,1.72,27.8,59
Clemson 2017,55,ACC,2017,45,17,16,114.9,100.5,66.4,-0.064,110.8,100.5,51,35.6,76.4,10.7,10.5,9.6,48.5,36.9,49.8,35.7,73.1,8.8,7.5,8.3,47.5,34.5,51.1,15.8,31.4,34.3,51.9,20.1,32.2,24.2,77.6,2.14,31.9,63.8
Cleveland St. 2017,56,Horz,2017,242,9,22,96.5,103.1,65.4,-0.09,104.9,105.9,51.7,35.3,68.2,8.6,10.2,12.1,60.3,35.5,46.5,30.7,68.4,9.3,7.4,11.4,44.2,38.7,46.3,18.8,28.9,29.6,52.1,22.3,32.7,41.8,76.6,1.47,36.3,54.3
Coastal Carolina 2017,57,SB,2017,207,20,19,101.8,105.4,68.8,0.05,103.8,105.2,49.7,33.8,70.2,8.9,8.3,8.2,52.6,47.3,48,32.8,65.5,9.1,8,10.1,45,39.8,48.5,18.1,30.5,29.2,50.2,16.6,26.7,32.5,76.4,1.86,32.4,50.4
Colgate 2017,58,Pat,2017,268,10,22,98.8,107.6,65.1,-0.013,102.6,105.4,50,37.6,68.9,7.7,7.6,9.7,54,38.6,49.4,36.1,67.8,10.5,11.2,10.8,55.4,42.8,51.4,22,24.9,33.4,52.5,17.3,25.3,38.6,77.1,1.5,29.2,58
College of Charleston 2017,59,CAA,2017,89,25,10,106.2,98.9,64.5,0.054,105.8,105.8,48.9,31.1,66.3,9.7,8.4,10.3,48.6,38.3,49.1,33.2,74.1,9.6,5.8,10,43.9,35.8,49.4,15.9,25.4,42.7,48,18.6,28.8,31.9,77.1,1.17,26,58
Alabama St. 2017,6,SWAC,2017,342,8,23,91.1,112.8,68.4,-0.007,99,109,49.7,34.5,67.9,7.7,6.9,11.1,49.7,31.9,44.4,29.4,63.4,8,10.1,11.9,41,36.5,44.3,22,34.5,34.6,50.3,18,31.8,42.6,76.5,2.05,36.9,54.8
